1,9999
8,936
11,5373
18,6579
22,6093
23,8631
29,189
31,441
48,945
55,3375
59,1107
71,4329
83,171
100,7632
106,5337
120,6606
121,468
127,3537
133,9504
141,2511
146,1548
149,7974
155,4851
158,3492
160,495
167,801
176,1773
182,2646
184,5130
190,5292
195,6750
199,8820
202,5121
226,3960
248,3654
250,378
289,3996
306,4032
307,6903
312,45
314,9837
315,270
317,6777
320,2736
324,360
337,1233
366,6498
385,1584
390,1674
392,7497
412,5274
428,9288
429,9099
433,3978
447,3087
457,3564
468,2844
472,6660
483,1296
497,6363
503,6192
510,2385
516,8559
526,8001
533,1899
539,3069
565,108
570,1539
584,5256
598,9981
614,81
640,6066
654,8100
660,7344
668,3816
669,9279
681,9648
688,3393
695,4671
697,4482
704,8676
712,9639
721,2106
734,9819
742,5103
752,8352
802,4914
812,7623
815,3861
819,8388
823,4833
826,3717
829,7560
833,3042
836,2250
860,4725
869,5616
870,9702
889,5346
909,9315
921,774
926,2664
950,9324
970,4365
980,9423
1001,1854
1002,2781
1008,7038
1010,9855
1015,9486
1024,8514
1046,819
1051,9180
1064,6453
1069,1593
1074,747
1089,9882
1091,6615
1104,576
1106,6048
1111,1944
1113,5895
1117,1782
1122,6669
1123,5814
1134,666
1149,4113
1162,2439
1166,7119
1168,4806
1173,6714
1191,9243
1211,4680
1250,2916
1256,9351
1260,8226
1268,684
1279,8766
1282,3690
1299,2853
1304,1080
1309,4653
1312,1881
1316,7524
1321,6147
1333,4122
1343,9918
1344,675
1346,3879
1359,6075
1383,4293
1385,8253
1389,6597
1391,306
1403,4968
1406,207
1409,3798
1411,1332
1425,5724
1430,3411
1442,1440
1454,7002
1457,279
1461,5841
1476,8091
1489,8424
1490,2304
1508,1323
1509,7236
1547,7713
1555,5283
1557,1683
1562,2196
1568,7254
1573,9162
1574,5328
1575,531
1579,2079
1591,7596
1592,3906
1594,1404
1596,5022
1611,297
1612,1458
1616,6642
1623,2403
1628,9684
1635,8865
1636,5040
1649,639
1650,2934
1656,9189
1662,2061
1664,90
1666,2682
1669,3933
1677,1071
1689,9936
1699,8316
1700,3888
1712,6021
1730,5535
1739,5850
1742,4932
1749,5013
1758,1737
1759,1287
1777,7668
1778,7272
1801,9450
1814,1989
1821,8172
1822,5985
1836,8712
1840,963
1867,8019
1891,1836
1899,3672
1906,5436
1924,2331
1929,882
1936,3294
1942,8370
1951,2727
1958,2160
1977,5463
1995,1143
1997,6084
2000,2016
2013,5607
2018,8811
2019,9801
2034,7587
2079,6462
2087,1359
2088,198
2101,9747
2111,7695
2112,7794
2135,8163
2143,7245
2150,4563
2153,3573
2158,3141
2161,1431
2175,1134
2194,2025
2237,1917
2242,5418
2249,3726
2252,8901
2263,3240
2266,3150
2273,8154
2276,4320
2281,3762
2290,9828
2303,7821
2319,5427
2370,1008
2379,7785
2392,7542
2416,1863
2424,981
2435,7551
2436,8802
2438,9738
2440,891
2444,3609
2451,6930
2452,4383
2457,1395
2461,6219
2466,6030
2471,540
2477,720
2482,2187
2489,972
2490,5976
2505,4158
2511,4599
2521,2223
2541,2871
2558,792
2559,8082
2578,954
2579,873
2580,288
2587,5823
2597,3186
2601,2007
2608,4842
2609,1386
2630,6849
2637,9072
2638,9342
2640,1665
2654,5751
2662,9405
2663,7749
2668,7515
2677,2925
2678,8217
2681,7137
2689,7362
2707,4176
2717,6057
2722,5193
2723,63
2726,2169
2736,3213
2739,927
2764,8856
2767,1728
2770,1413
2776,549
2789,5400
2794,135
2805,3915
2811,999
2815,6255
2818,4014
2820,3438
2824,828
2839,4536
2842,9540
2848,5832
2853,7101
2854,9909
2864,7326
2892,8055
2927,7875
2928,6354
2932,6885
2967,4689
2977,5787
2989,153
2994,4455
3002,6687
3012,7704
3024,7812
3026,2691
3029,810
3059,351
3076,1809
3086,8136
3088,6408
3106,2790
3107,2313
3108,369
3109,8775
3119,9225
3120,7938
3128,7146
3142,6120
3145,2070
3156,0
3158,5904
3161,837
3163,4707
3170,9558
3185,9144
3192,5157
3194,5679
3196,3231
3199,2520
3219,8118
3221,3366
3223,1350
3244,2565
3251,6273
3269,7128
3283,2205
3284,333
3308,4068
3310,9594
3312,8109
3315,3321
3323,6039
3331,9693
3337,234
3341,9954
3354,8757
3373,1467
3386,3924
3400,3204
3418,621
3423,3618
3427,8433
3439,4311
3440,1791
3457,2124
3469,2601
3479,5589
3492,2574
3512,1566
3528,2430
3530,3033
3531,1755
3536,6921
3538,3096
3540,2133
3560,5319
3566,3591
3567,8334
3579,4608
3583,5706
3589,693
3595,7056
3609,1251
3610,9720
3623,3447
3624,9153
3636,7506
3661,4473
3665,1098
3681,3114
3710,2232
3714,6291
3730,9378
3742,2862
3749,8478
3772,4347
3776,5940
3778,1620
3779,7947
3781,8028
3784,2142
3798,54
3824,5004
3829,6813
3832,8127
3844,6426
3846,9792
3852,6939
3863,8181
3871,6759
3876,1422
3881,6795
3898,2448
3899,3744
3901,4284
3923,3753
3930,7425
3946,2547
3951,8910
3968,8604
3981,9612
3989,4644
3999,3897
4000,4212
4028,5598
4040,7407
4050,216
4054,9666
4074,5238
4078,5886
4083,4887
4084,8982
4088,1701
4097,9774
4121,1827
4123,5742
4130,3519
4135,3267
4143,2277
4150,3546
4154,9927
4156,1035
4157,9396
4173,4572
4196,4761
4211,711
4218,3825
4229,3456
4230,6228
4268,1341
4271,3177
4300,1962
4311,6894
4314,8073
4319,558
4334,6390
4339,918
4359,3483
4383,9900
4414,8406
4418,9297
4442,3465
4473,9549
4475,8235
4481,6237
4487,6444
4489,7677
4511,8280
4524,1800
4540,6516
4555,1188
4556,3681
4561,5931
4574,4248
4576,9108
4577,864
4588,2961
4596,1368
4614,7083
4615,7029
4618,2907
4641,315
4644,2997
4656,3555
4674,1926
4675,8289
4683,9414
4707,2151
4712,7092
4738,1530
4743,1629
4749,8541
4757,7461
4798,7866
4806,6174
4814,8955
4816,8010
4823,7209
4829,8442
4832,6111
4833,4194
4844,1314
4861,9459
4867,2349
4871,3222
4882,7020
4887,7839
4892,1503
4906,9369
4907,9630
4908,2583
4919,2268
4922,7281
4945,1377
4956,4275
4957,9603
4958,2637
4973,2772
5003,9117
5009,225
5015,9783
5037,3699
5039,3708
5042,6588
5043,1908
5062,477
5068,5049
5076,459
5079,8748
5082,2286
5099,4095
5109,2718
5117,2538
5123,1692
5128,5085
5129,6984
5130,4077
5133,8658
5153,2214
5164,4869
5167,2475
5170,3582
5177,8307
5192,8793
5195,8325
5210,7227
5213,8883
5218,4626
5221,8046
5224,8487
5229,8919
5236,8640
5245,3645
5247,2700
5249,5733
5251,6336
5256,4500
5279,5202
5280,855
5305,9756
5322,9567
5336,2421
5338,5067
5344,4743
5351,4401
5358,6300
5361,9972
5366,6246
5368,8721
5378,4464
5396,6210
5410,1206
5413,5553
5422,6129
5423,3951
5424,7578
5426,3528
5428,4788
5434,3123
5450,4023
5455,4860
5461,7218
5477,9657
5480,3780
5482,7182
5483,9477
5489,8199
5508,4221
5509,1746
5515,4923
5523,1062
5535,7614
5537,8523
5547,6948
5552,9873
5556,2745
5562,1449
5587,594
5588,9675
5593,2709
5613,8838
5618,5454
5635,7047
5643,6327
5645,1818
5649,7533
5658,6480
5664,8613
5672,3789
5675,4527
5702,2826
5739,6867
5743,2394
5755,7389
5762,9036
5765,8037
5766,8190
5790,5472
5798,243
5809,2493
5819,5562
5826,4941
5827,2052
5850,7200
5853,8703
5858,1305
5883,4752
5895,9081
5906,7911
5912,7155
5915,5229
5919,4617
5927,3843
5932,9441
5949,1710
5958,8964
5967,5499
5973,7371
5988,9576
5994,5310
6004,4950
6011,5112
6018,9270
6025,7308
6027,7479
6033,1602
6036,3384
6055,5409
6058,7641
6061,2817
6062,405
6069,6201
6071,3285
6077,2970
6084,1269
6104,8937
6111,6705
6122,8451
6126,5805
6135,7884
6147,6966
6149,9009
6158,9711
6160,9765
6181,4545
6186,765
6196,4059
6200,5508
6203,7983
6207,8667
6208,3078
6213,4149
6216,7488
6245,9198
6261,36
6270,9729
6272,3051
6282,6525
6285,6840
6300,9963
6305,8415
6325,3060
6335,6696
6337,8928
6342,9126
6343,9054
6351,9468
6356,5031
6361,3276
6403,4797
6451,4734
6483,126
6492,3420
6511,6543
6532,6633
6537,522
6540,5949
6546,1521
6549,1494
6550,2358
6551,5481
6558,2610
6589,8892
6590,5913
6603,9891
6619,8829
6629,2763
6632,9513
6661,513
6666,3969
6677,3510
6686,2808
6690,2367
6696,5661
6715,6003
6726,7335
6727,324
6740,7299
6741,4905
6742,3942
6757,1242
6758,4203
6769,9171
6774,6534
6778,5355
6794,8298
6815,3168
6839,3834
6842,9495
6849,2088
6866,612
6872,9387
6882,2673
6888,2988
6891,99
6902,1017
6919,162
6920,5778
6935,6876
6945,567
6949,8208
6956,8379
6969,4266
6975,3339
6987,900
6988,657
6990,9027
6993,2466
7008,6102
7033,2799
7058,6822
7061,4185
7062,3663
7064,8694
7071,8460
7074,7290
7078,4257
7081,9585
7082,738
7093,4230
7096,9621
7097,9522
7106,3807
7112,6552
7114,6138
7115,846
7118,1026
7124,6264
7144,4815
7154,5715
7176,7992
7178,423
7182,8847
7186,909
7196,9306
7198,252
7199,3348
7205,8244
7207,9531
7210,5139
7213,5382
7223,3195
7260,3105
7272,9360
7281,342
7289,4716
7292,7263
7294,5076
7313,3870
7318,5364
7338,2178
7354,2034
7362,1485
7364,7803
7381,486
7394,5184
7404,2898
7408,648
7411,4428
7421,8973
7423,5697
7426,5490
7449,5769
7453,4581
7454,5544
7466,180
7470,7110
7475,1611
7482,3501
7486,4302
7488,1170
7489,72
7500,8505
7507,2754
7508,7434
7513,7929
7519,5148
7528,5922
7544,8496
7550,5652
7586,432
7591,7173
7595,8343
7599,630
7619,783
7624,7956
7625,8145
7630,1647
7635,8469
7637,4518
7651,4338
7685,5688
7695,9990
7715,8595
7732,6282
7743,7920
7757,4554
7760,2556
7764,6624
7769,4131
7772,7416
7773,387
7781,6786
7811,7398
7818,6318
7825,2835
7827,3015
7832,2592
7836,4356
7841,1953
7851,7569
7863,2943
7870,4167
7877,7758
7883,6507
7888,6975
7889,5634
7896,2322
7897,4005
7912,8685
7914,8586
7915,7893
7921,2952
7924,5058
7925,6012
7930,3312
7958,3474
7970,6435
7971,2241
7987,4509
7995,8739
8007,3402
8012,4086
8018,8271
8022,6678
8031,6165
8051,5526
8053,1971
8057,9000
8059,7353
8067,1845
8078,6741
8090,3258
8107,3357
8109,261
8115,9945
8130,1476
8144,144
8154,4635
8155,9810
8156,585
8160,8262
8166,6723
8173,1890
8193,7902
8206,5571
8212,8532
8227,3636
8253,5859
8265,7722
8266,7848
8275,4662
8303,6399
8304,7740
8327,3600
8334,6489
8348,5796
8356,9018
8369,4770
8374,3024
8375,7605
8376,7965
8379,603
8392,1719
8420,1872
8421,3006
8423,2655
8429,4986
8432,6372
8445,7776
8447,5265
8449,702
8475,3303
8482,9
8500,1980
8522,1179
8528,1044
8529,2979
8530,504
8536,2619
8542,3330
8547,4140
8551,5670
8566,4779
8586,6993
8610,4437
8624,18
8631,6345
8632,4041
8644,3429
8653,5247
8684,3132
8688,5868
8690,6858
8704,4977
8709,7317
8719,8550
8726,756
8741,4491
8743,6768
8744,9864
8756,2529
8766,4239
8772,8991
8779,6831
8789,9063
8813,1998
8828,2412
8876,4446
8881,1224
8894,1278
8913,5445
8916,1116
8918,9135
8927,2295
8931,9090
8935,5877
8945,7452
8947,990
8970,3159
8980,9207
8983,1557
8984,450
8994,729
8996,9846
8999,7767
9010,6183
9013,6156
9035,8397
9055,6471
9063,4698
9078,2115
9107,9234
9124,5166
9156,2259
9164,4419
9165,7164
9175,2097
9179,1215
9194,5301
9206,3735
9208,4959
9209,9333
9219,8064
9222,5211
9225,2628
